Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,annual_mean_temperature contribution,annual_precipitation contribution,elevation contribution,isothermality contribution,max_temp_coldest_month contribution,max_temp_warmest_month contribution,mean_diurnal_range contribution,mean_temp_coldest_quarter contribution,mean_temp_driest_quarter contribution,mean_temp_warmest_quarter contribution,mean_temp_wettest_quarter contribution,precipitation_coldest_quarter contribution,precipitation_driest_month contribution,precipitation_driest_quarter contribution,precipitation_seasonality contribution,precipitation_warmest_quarter contribution,precipitation_wettest_month contribution,precipitation_wettest_quarter contribution,temp_annual_range contribution,temperature_seasonality contribution,annual_mean_temperature permutation importance,annual_precipitation permutation importance,elevation permutation importance,isothermality permutation importance,max_temp_coldest_month permutation importance,max_temp_warmest_month permutation importance,mean_diurnal_range permutation importance,mean_temp_coldest_quarter permutation importance,mean_temp_driest_quarter permutation importance,mean_temp_warmest_quarter permutation importance,mean_temp_wettest_quarter permutation importance,precipitation_coldest_quarter permutation importance,precipitation_driest_month permutation importance,precipitation_driest_quarter permutation importance,precipitation_seasonality permutation importance,precipitation_warmest_quarter permutation importance,precipitation_wettest_month permutation importance,precipitation_wettest_quarter permutation importance,temp_annual_range permutation importance,temperature_seasonality permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
4763_2,123,2.3547,2.5946,500,0.9486,31,2.9670,0.9834,0.0030,10113,2.3673,1.8162,3.1399,2.9390,2.3258,7.1551,1.3050,56.1038,1.0248,0.0000,0.1395,0.7327,0.7909,0.1783,1.6431,2.8119,0.3666,0.0292,7.7253,7.4055,0.6723,0.0000,5.1329,3.1441,3.6928,0.0000,10.6684,0.8183,5.4645,0.0000,0.0000,0.0000,0.0000,1.1189,8.1115,2.0565,1.6294,0.0000,0.4985,56.9919,6.8658,0.0505,1.0000,0.0120,0.1239,0.0813,0.0000,6.752E-50,5.0000,0.0120,0.1239,0.0813,0.0000,6.752E-50,10.0000,0.0534,0.0797,0.0813,0.0000,0E0,0.5971,0.0120,0.7717,0.0000,0.0000,1.229E-3,16.1037,0.3739,0.0493,0.0976,0.0645,0E0,9.9130,0.0489,0.0813,0.0813,0.0000,0E0,15.2848,0.3350,0.0510,0.0813,0.0645,0E0,13.3058,0.2388,0.0568,0.0813,0.0645,0E0,12.6368,0.2044,0.0592,0.0813,0.0000,0E0,9.6401,0.0370,0.0872,0.0813,0.0000,0E0,9.3867,0.0273,0.0947,0.0813,0.0000,0E0
4763_3,123,2.4546,2.6943,500,0.9577,31,2.5933,0.9427,0.0240,10116,4.2071,3.0431,4.6857,2.6342,2.1340,6.2002,1.0292,48.9444,0.6462,0.0101,0.1897,0.9073,0.7714,0.2683,1.9663,3.8856,0.1696,0.0140,11.8947,6.3989,0.7640,0.0000,0.8340,1.5642,1.4695,0.0000,0.0000,2.9359,6.1838,0.0000,0.6069,6.0240,0.0000,1.0544,9.6893,4.7977,2.1928,0.0000,0.0000,61.8835,6.7720,0.0470,1.0000,0.0077,0.1394,0.0000,0.0000,7.832E-44,5.0000,0.0077,0.1394,0.0000,0.0000,7.832E-44,10.0000,0.1885,0.0616,0.0569,0.0968,0E0,6.2329,0.0077,0.1394,0.0000,0.0000,7.832E-44,17.9429,0.4717,0.0442,0.0976,0.0968,0E0,11.3474,0.2547,0.0569,0.0569,0.0968,0E0,11.4841,0.2602,0.0565,0.0569,0.0968,0E0,6.9176,0.0254,0.0968,0.0569,0.0968,2.155E-52,25.7177,0.6021,0.0355,0.1707,0.0968,0E0,6.2329,0.0077,0.1394,0.0000,0.0000,7.832E-44,7.3068,0.0382,0.0863,0.0569,0.0968,2.608E-59
4763_4,124,2.4942,2.7565,500,0.9591,30,2.3116,0.9344,0.0243,10117,4.2296,3.1639,4.6377,12.4306,1.7656,5.8319,1.1420,49.7918,0.5212,0.0151,0.1858,0.9815,0.9933,0.2626,1.6686,2.0435,0.0193,0.0339,4.4051,5.8771,4.1657,0.0000,4.4048,2.1366,0.0000,4.7558,6.0463,0.2837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4304,0.0000,0.0000,0.9005,0.0000,67.8764,6.7258,0.0448,1.0000,0.0073,0.1396,0.0565,0.1000,1.41E-33,5.0000,0.0073,0.1396,0.0565,0.1000,1.41E-33,10.0000,0.1777,0.0597,0.0565,0.1000,0E0,0.4030,0.0073,0.7871,0.0000,0.0000,2.195E-3,18.0613,0.4637,0.0423,0.0968,0.1333,0E0,10.7841,0.2217,0.0567,0.0565,0.1000,0E0,10.7841,0.2217,0.0567,0.0565,0.1000,0E0,6.7043,0.0204,0.1000,0.0565,0.1000,1.335E-48,15.9534,0.4108,0.0453,0.0806,0.1000,0E0,7.1054,0.0324,0.0874,0.0565,0.1000,2.853E-56,7.3313,0.0406,0.0823,0.0565,0.1000,5.548E-60
4763 (average),123.2000,2.4538,2.7060,500.0000,0.9556,30.8000,2.5207,0.9516,0.0177,10115.2000,3.9818,3.0158,4.2109,6.4120,1.8935,6.1559,1.0877,50.2306,0.7121,0.0075,0.1462,0.8559,1.2411,0.2162,2.0903,3.0452,0.2116,0.0368,6.7599,7.6889,1.2986,0.0000,2.0743,3.1096,3.0907,1.4491,4.4481,1.6509,3.7733,0.0581,0.7200,1.6647,1.3531,1.5363,8.0380,1.7619,0.7644,0.4786,1.0380,61.6923,6.7684,0.0464,1.0000,0.0088,0.1335,0.0536,0.0458,0.0000,5.0000,0.0088,0.1335,0.0536,0.0458,0.0000,10.0000,0.1351,0.0662,0.0650,0.0652,0.0000,1.6220,0.0088,0.6516,0.0000,0.0000,0.0013,17.4222,0.4254,0.0444,0.0974,0.1492,0.0000,10.4824,0.1591,0.0650,0.0650,0.0652,0.0000,12.4774,0.2610,0.0545,0.0650,0.0974,0.0000,9.2819,0.1049,0.0814,0.0650,0.0845,0.0000,15.6134,0.3295,0.0504,0.0925,0.0652,0.0000,7.7502,0.0285,0.0986,0.0536,0.0458,0.0000,8.0728,0.0384,0.0861,0.0650,0.0652,0.0000
4870_0,112,3.1724,3.4242,500,0.9844,29,3.2186,0.9704,0.0183,10111,15.4643,12.1242,1.3845,2.4319,0.9448,0.9752,13.6283,17.6823,3.5898,2.1309,0.6995,0.1860,0.1107,0.0000,0.1077,0.0721,0.0000,0.0000,0.0000,28.4677,0.0000,10.1439,11.4878,40.1234,0.0000,3.2223,2.9297,0.0000,5.7040,4.6748,2.5353,0.0000,0.0000,3.1344,0.1113,0.0000,0.0000,0.0000,0.0000,15.9331,6.0525,0.0237,1.0000,0.0006,0.2242,0.0089,0.0345,5.25E-22,5.0000,0.0784,0.0469,0.0179,0.0345,0E0,10.0000,0.2232,0.0326,0.0268,0.0345,0E0,0.0851,0.0006,0.8721,0.0000,0.0000,1.96E-2,17.8430,0.4057,0.0237,0.0982,0.1379,0E0,10.3267,0.2364,0.0321,0.0357,0.0345,0E0,8.2771,0.1708,0.0361,0.0179,0.0345,0E0,9.0131,0.1866,0.0345,0.0268,0.0345,0E0,12.6549,0.2876,0.0289,0.0446,0.0345,0E0,2.3847,0.0167,0.0764,0.0089,0.0345,0E0,6.1498,0.1138,0.0420,0.0179,0.0345,0E0
4870_1,113,3.1487,3.4111,500,0.9842,28,3.2855,0.9713,0.0188,10112,15.4126,10.5965,1.3712,5.2870,3.0364,2.2947,9.8590,14.5507,4.1186,2.8330,1.0230,0.1912,0.1076,0.0000,0.1348,0.0002,0.0003,0.4690,0.3341,28.3802,6.5532,5.6132,2.7423,39.6110,2.6380,2.7539,4.0102,3.0819,4.3950,7.2092,3.3821,2.5777,0.0000,0.0000,0.0000,0.1182,0.0000,0.0000,0.0000,15.3143,6.0768,0.0243,1.0000,0.0006,0.2203,0.0088,0.0357,1.07E-21,5.0000,0.0824,0.0471,0.0177,0.0357,0E0,10.0000,0.2302,0.0329,0.0265,0.0357,0E0,0.0886,0.0006,0.8682,0.0000,0.0000,1.961E-2,16.4963,0.3848,0.0255,0.0973,0.1071,0E0,11.9793,0.3031,0.0302,0.0265,0.0714,0E0,9.5311,0.2040,0.0337,0.0177,0.0357,0E0,8.6135,0.1759,0.0357,0.0177,0.0357,0E0,11.8373,0.2894,0.0303,0.0265,0.0357,0E0,2.2875,0.0170,0.0773,0.0088,0.0357,0E0,5.9539,0.1113,0.0430,0.0177,0.0357,0E0
4870_2,113,3.1490,3.3952,500,0.9808,28,3.1006,0.9839,0.0027,10111,15.2116,6.3685,1.5695,2.2783,1.3590,7.0603,15.4294,14.4332,4.3120,1.7455,1.2990,0.2333,0.1308,0.0000,0.0829,0.0008,0.0004,0.0000,0.0000,28.4854,11.8666,9.2628,4.6437,1.2170,0.0000,4.7734,8.6003,5.0696,0.0000,1.4042,10.3605,4.5635,0.0000,0.0000,5.3526,4.7014,0.0000,0.0000,0.0000,28.1845,6.0764,0.0238,1.0000,0.0012,0.1826,0.0177,0.0000,2.119E-29,5.0000,0.0565,0.0512,0.0177,0.0357,0E0,10.0000,0.2025,0.0326,0.0265,0.0714,0E0,0.1627,0.0012,0.8305,0.0000,0.0000,8.408E-3,16.1814,0.3651,0.0250,0.0973,0.1786,0E0,10.5256,0.2271,0.0317,0.0354,0.0714,0E0,10.4905,0.2259,0.0317,0.0265,0.0714,0E0,8.6342,0.1609,0.0357,0.0265,0.0357,0E0,3.5210,0.0203,0.0704,0.0177,0.0000,0E0,3.2848,0.0170,0.0759,0.0177,0.0000,0E0,6.4054,0.0926,0.0430,0.0177,0.0357,0E0
4870_3,113,3.1387,3.4047,500,0.9807,28,3.2682,0.9863,0.0021,10111,14.1912,7.1340,1.9451,3.3897,1.5173,6.8804,14.4760,13.5298,3.7134,3.6082,1.0969,0.2723,0.1244,0.0018,0.1042,0.0424,0.0003,0.0000,0.0000,27.9725,0.0000,2.2421,3.7158,66.7796,0.0000,0.0000,2.9438,5.2974,4.2115,0.0000,0.0048,2.7644,0.0000,0.0000,0.0000,2.7681,2.7535,0.0000,0.0000,6.5190,6.0883,0.0241,1.0000,0.0013,0.1925,0.0000,0.0000,1.126E-27,5.0000,0.0542,0.0511,0.0265,0.0000,0E0,10.0000,0.2138,0.0328,0.0354,0.0714,0E0,2.0551,0.0013,0.1925,0.0000,0.0000,1.126E-27,16.5384,0.3687,0.0247,0.0973,0.1786,0E0,9.6332,0.1908,0.0336,0.0354,0.0714,0E0,9.5851,0.1887,0.0336,0.0265,0.0714,0E0,7.1663,0.1210,0.0399,0.0265,0.0357,0E0,7.0148,0.1158,0.0404,0.0265,0.0000,0E0,3.2846,0.0172,0.0742,0.0177,0.0000,0E0,6.2414,0.0846,0.0435,0.0265,0.0000,0E0
4870_4,113,3.0841,3.3372,500,0.9797,28,3.5170,0.9896,0.0017,10111,14.0682,9.6019,1.3204,5.0200,2.9590,2.0729,11.0956,16.9286,4.7489,2.3382,0.3349,0.1860,0.1288,0.0014,0.1014,0.0134,0.0000,0.5446,0.4021,28.1336,0.0000,0.7352,5.7711,29.3300,0.0000,6.2685,6.3280,0.0000,16.7728,7.3633,7.9255,0.0000,6.3117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.1939,6.1428,0.0254,1.0000,0.0013,0.2014,0.0000,0.0000,2.883E-26,5.0000,0.0532,0.0542,0.0265,0.0000,0E0,10.0000,0.1921,0.0348,0.0265,0.0357,0E0,2.0564,0.0013,0.2014,0.0000,0.0000,2.883E-26,17.1605,0.3919,0.0255,0.0973,0.0357,0E0,12.4776,0.2978,0.0309,0.0265,0.0357,0E0,12.4776,0.2978,0.0309,0.0265,0.0357,0E0,9.6397,0.1833,0.0357,0.0265,0.0357,0E0,8.1721,0.1480,0.0394,0.0265,0.0000,0E0,3.4439,0.0182,0.0767,0.0177,0.0000,0E0,6.3093,0.0942,0.0460,0.0265,0.0000,0E0
4870 (average),112.8000,3.1386,3.3945,500.0000,0.9820,28.2000,3.2780,0.9803,0.0087,10111.2000,14.8696,9.1650,1.5181,3.6814,1.9633,3.8567,12.8977,15.4249,4.0965,2.5312,0.8907,0.2138,0.1205,0.0006,0.1062,0.0258,0.0002,0.2027,0.1472,28.2879,3.6840,5.5994,5.6721,35.4122,0.5276,3.4036,4.9624,2.6898,6.2167,4.1303,4.8416,1.9811,1.2623,0.6269,1.0928,1.5175,0.5507,0.0000,0.0000,15.8290,6.0874,0.0243,1.0000,0.0010,0.2042,0.0071,0.0140,0.0000,5.0000,0.0649,0.0501,0.0213,0.0212,0.0000,10.0000,0.2124,0.0331,0.0283,0.0497,0.0000,0.8896,0.0010,0.5929,0.0000,0.0000,0.0095,16.8439,0.3832,0.0249,0.0975,0.1276,0.0000,10.9885,0.2510,0.0317,0.0319,0.0569,0.0000,10.0723,0.2174,0.0332,0.0230,0.0497,0.0000,8.6134,0.1655,0.0363,0.0248,0.0355,0.0000,8.6400,0.1722,0.0419,0.0284,0.0140,0.0000,2.9371,0.0172,0.0761,0.0142,0.0140,0.0000,6.2120,0.0993,0.0435,0.0213,0.0212,0.0000
508976_0,99,2.8136,3.2098,500,0.9638,25,3.3762,0.9737,0.0177,10093,30.2110,4.8207,14.1692,5.8847,1.6430,3.5119,7.7277,7.0261,1.6478,1.2631,0.5016,0.3985,0.1840,0.0613,3.4904,0.2902,0.0622,0.0000,0.1893,16.9174,2.9137,7.2668,0.0000,17.1963,3.3173,6.0956,3.8057,0.0000,2.8528,0.0000,5.8553,0.0000,3.6049,0.0000,6.4772,9.7263,6.6999,0.0000,5.8294,18.3588,6.4147,0.0315,1.0000,0.0058,0.1344,0.0000,0.0000,1.607E-22,5.0000,0.0058,0.1344,0.0000,0.0000,1.607E-22,10.0000,0.0779,0.0573,0.0606,0.0400,3.657E-29,6.6199,0.0058,0.1344,0.0000,0.0000,1.607E-22,21.3358,0.4362,0.0259,0.0909,0.0400,1.949E-37,9.5876,0.0675,0.0606,0.0606,0.0400,1.437E-28,15.6193,0.2366,0.0348,0.0707,0.0400,2.366E-34,13.6583,0.1743,0.0400,0.0707,0.0400,6.88E-33,26.2019,0.5481,0.0216,0.1313,0.0400,2.602E-39,6.6199,0.0058,0.1344,0.0000,0.0000,1.607E-22,9.6105,0.0678,0.0604,0.0606,0.0400,1.329E-28
508976_1,99,2.8413,3.2179,500,0.9607,25,3.1022,0.9855,0.0026,10092,28.5264,1.7277,10.4724,6.5729,1.0909,2.8903,9.7494,12.8393,2.6996,0.1967,0.1695,0.2038,0.1225,0.0502,3.5163,0.1893,0.0000,0.0000,0.0620,18.9206,3.8058,0.0000,0.0000,13.9445,19.2578,5.7542,3.0379,0.0000,0.0000,0.0000,0.0000,0.0000,1.4044,1.4678,2.0664,0.4344,0.0000,0.0000,3.5014,45.3255,6.3830,0.0302,1.0000,0.0065,0.1204,0.0707,0.0000,1.035E-23,5.0000,0.0065,0.1204,0.0707,0.0000,1.035E-23,10.0000,0.0551,0.0586,0.0707,0.0000,1.55E-31,0.4323,0.0065,0.7695,0.0000,0.0000,1.431E-3,22.2939,0.4491,0.0231,0.0909,0.2400,1.243E-26,9.0526,0.0355,0.0707,0.0707,0.0000,1.75E-29,19.4890,0.3712,0.0263,0.0808,0.2000,1.137E-27,13.0787,0.1504,0.0400,0.0808,0.0400,6.896E-33,11.0747,0.0864,0.0496,0.0707,0.0000,2.492E-33,8.5366,0.0231,0.0811,0.0707,0.0000,5.241E-28,10.0004,0.0551,0.0586,0.0707,0.0000,1.55E-31
508976_2,99,3.0572,3.4724,500,0.9776,25,2.2679,0.9112,0.0341,10096,20.5741,6.1506,12.2440,6.4562,2.2699,4.8376,11.8116,7.2310,0.6496,0.1057,2.0693,0.0633,0.4902,0.0670,2.9659,0.3082,0.0005,0.0000,0.7895,20.9157,4.8778,10.4633,3.1250,20.7347,7.6621,5.9575,10.4038,3.1052,0.0000,0.0000,0.0000,0.0000,0.8792,0.0000,5.4871,0.9274,0.2203,0.0000,8.4265,17.7301,6.1719,0.0256,1.0000,0.0023,0.1522,0.0000,0.0000,3.657E-21,5.0000,0.0305,0.0725,0.0303,0.2000,5.988E-19,10.0000,0.1413,0.0393,0.0303,0.2000,3.43E-24,3.3097,0.0023,0.1522,0.0000,0.0000,3.657E-21,25.7406,0.5345,0.0186,0.0909,0.2800,3.076E-26,10.3758,0.1506,0.0382,0.0404,0.2000,1.966E-24,10.3417,0.1500,0.0383,0.0303,0.2000,2.069E-24,3.3102,0.0023,0.1522,0.0303,0.1600,4.597E-14,3.3097,0.0023,0.1522,0.0000,0.0000,3.657E-21,3.3097,0.0023,0.1522,0.0000,0.0000,3.657E-21,7.9641,0.0929,0.0474,0.0303,0.2000,1.408E-22
508976_3,99,2.8326,3.2130,500,0.9637,25,3.1932,0.9716,0.0177,10093,25.7199,2.3833,10.0614,5.5705,0.9452,1.3100,16.1673,6.8643,3.6144,1.2818,0.5012,0.0406,0.3704,0.0615,2.5013,0.3455,0.0000,0.0320,0.0105,22.2189,5.0505,5.1407,0.0000,9.0046,1.2598,4.7465,2.8890,0.0000,0.2709,0.0000,2.5557,0.0000,0.0000,2.6124,5.8470,7.3184,0.0000,0.0000,1.3864,51.9181,6.3897,0.0307,1.0000,0.0056,0.1370,0.0000,0.0000,2.631E-22,5.0000,0.0056,0.1370,0.0000,0.0000,2.631E-22,10.0000,0.0803,0.0576,0.0606,0.0400,4.14E-29,6.4953,0.0056,0.1370,0.0000,0.0000,2.631E-22,18.3136,0.3108,0.0294,0.0909,0.0400,4.317E-36,9.6028,0.0708,0.0606,0.0606,0.0400,1.437E-28,14.9739,0.1982,0.0365,0.0707,0.0400,7.351E-34,13.7507,0.1697,0.0400,0.0707,0.0400,6.88E-33,21.6262,0.4335,0.0252,0.1010,0.0400,1.016E-37,6.4953,0.0056,0.1370,0.0000,0.0000,2.631E-22,9.8209,0.0756,0.0590,0.0606,0.0400,7.321E-29
508976_4,100,2.8032,3.2062,500,0.9641,24,3.4558,0.9745,0.0185,10094,24.2268,4.3083,9.2556,5.8928,2.1015,3.0564,13.7414,6.5667,1.3938,0.9423,0.8332,0.0002,0.4043,0.0610,5.3241,0.4751,0.0000,0.0000,0.4953,20.9211,2.3993,8.3994,1.8306,9.0426,3.3464,0.0000,4.6139,0.7257,1.8519,0.0000,5.4805,0.0000,1.7219,0.0000,7.6041,11.9467,0.0000,0.0000,2.8517,38.1854,6.4204,0.0318,1.0000,0.0057,0.1352,0.0000,0.0000,1.399E-21,5.0000,0.0057,0.1352,0.0000,0.0000,1.399E-21,10.0000,0.0891,0.0563,0.0600,0.0417,4.099E-28,6.4496,0.0057,0.1352,0.0000,0.0000,1.399E-21,25.5616,0.5444,0.0222,0.1000,0.0833,1.092E-34,9.4934,0.0738,0.0600,0.0600,0.0417,1.811E-27,15.5174,0.2349,0.0354,0.0700,0.0417,9.619E-33,13.2265,0.1688,0.0417,0.0700,0.0417,4.242E-31,18.4948,0.3276,0.0297,0.0800,0.0417,1.77E-34,6.4496,0.0057,0.1352,0.0000,0.0000,1.399E-21,9.3957,0.0708,0.0608,0.0600,0.0417,2.446E-27
508976 (average),99.2000,2.8696,3.2639,500.0000,0.9660,24.8000,3.0791,0.9633,0.0181,10093.6000,25.8516,3.8781,11.2405,6.0754,1.6101,3.1212,11.8395,8.1055,2.0010,0.7579,0.8150,0.1413,0.3143,0.0602,3.5596,0.3217,0.0125,0.0064,0.3093,19.9787,3.8094,6.2540,0.9911,13.9845,6.9687,4.5108,4.9501,0.7662,0.9951,0.0000,2.7783,0.0000,1.5221,0.8160,5.4964,6.0706,1.3840,0.0000,4.3991,34.3036,6.3559,0.0300,1.0000,0.0052,0.1358,0.0141,0.0000,0.0000,5.0000,0.0108,0.1199,0.0202,0.0400,0.0000,10.0000,0.0887,0.0538,0.0564,0.0643,0.0000,4.6614,0.0052,0.2657,0.0000,0.0000,0.0003,22.6491,0.4550,0.0238,0.0927,0.1367,0.0000,9.6224,0.0796,0.0580,0.0585,0.0643,0.0000,15.1883,0.2382,0.0343,0.0645,0.1043,0.0000,11.4049,0.1331,0.0628,0.0645,0.0643,0.0000,16.1415,0.2796,0.0557,0.0766,0.0243,0.0000,6.2822,0.0085,0.1280,0.0141,0.0000,0.0000,9.3583,0.0724,0.0572,0.0564,0.0643,0.0000
5415_0,116,2.7641,3.0059,500,0.9761,30,2.4014,0.9348,0.0266,10113,7.8258,5.6578,0.0000,1.4461,4.6729,7.2172,2.0006,48.7978,0.4203,0.0538,0.0772,0.5321,0.7238,0.1312,3.9175,3.3364,0.0099,0.0005,8.0895,5.0896,0.0000,1.0830,0.0000,2.2993,2.4117,2.0875,0.7813,2.4374,2.6425,3.5093,0.0000,1.8350,0.1191,1.7713,1.3636,0.0000,1.8694,1.8785,0.0000,73.9110,6.4589,0.0359,1.0000,0.0018,0.1770,0.0000,0.0000,1.719E-32,5.0000,0.0882,0.0649,0.0172,0.1000,0E0,10.0000,0.2529,0.0480,0.0431,0.1000,0E0,1.9291,0.0018,0.1770,0.0000,0.0000,1.719E-32,19.9972,0.4975,0.0343,0.0948,0.1667,0E0,12.6732,0.3334,0.0431,0.0431,0.1333,0E0,7.4106,0.1840,0.0545,0.0172,0.1000,0E0,2.6498,0.0154,0.1000,0.0172,0.1000,1.241E-48,12.3311,0.3241,0.0436,0.0431,0.1000,0E0,1.9291,0.0018,0.1770,0.0000,0.0000,1.719E-32,5.3045,0.1031,0.0631,0.0172,0.1000,0E0
5415_1,117,2.5916,2.8344,500,0.9647,29,3.0609,0.9843,0.0023,10111,5.5012,5.6826,0.1738,12.4033,2.3611,6.5146,2.8680,48.1589,0.9365,0.0962,0.1454,0.7079,1.5275,0.1873,3.3428,0.2952,0.1507,0.0050,4.1020,4.8399,4.6128,0.0000,1.9911,3.7624,0.0000,0.0000,5.1099,7.4291,0.0000,0.0000,0.0000,0.0000,2.0568,0.0000,2.5479,0.0000,0.0000,1.9351,0.0000,70.5549,6.6290,0.0413,1.0000,0.0050,0.1445,0.0427,0.0000,1.575E-39,5.0000,0.0131,0.1091,0.0427,0.0000,9.621E-54,10.0000,0.2189,0.0536,0.0513,0.0000,0E0,0.2720,0.0050,0.7924,0.0000,0.0000,2.922E-3,19.9153,0.5375,0.0368,0.0940,0.1034,0E0,10.8181,0.2399,0.0513,0.0513,0.0000,0E0,9.5190,0.1984,0.0552,0.0427,0.0000,0E0,17.4124,0.4606,0.0397,0.0769,0.0345,0E0,15.1438,0.3946,0.0426,0.0769,0.0000,0E0,5.5953,0.0294,0.0869,0.0427,0.0000,0E0,6.3301,0.0632,0.0748,0.0427,0.0000,0E0
5415_2,117,2.6737,2.9391,500,0.9697,29,2.7269,0.9645,0.0155,10112,5.5887,2.0202,4.8831,1.2805,1.4459,9.7393,3.5027,47.6550,0.7209,0.1350,0.1001,0.6707,0.4010,0.1689,4.3917,3.5068,0.0000,0.0099,6.2728,7.5068,1.2357,0.0000,5.4535,0.0000,3.9967,0.0000,0.0000,0.0000,10.2629,6.8277,1.1733,0.0000,0.0000,0.0000,0.7443,0.0000,0.0000,4.9856,1.4683,63.8521,6.5481,0.0383,1.0000,0.0038,0.1471,0.0000,0.0000,9.111E-39,5.0000,0.0380,0.0793,0.0342,0.0345,0E0,10.0000,0.2389,0.0500,0.0427,0.1034,0E0,3.7541,0.0038,0.1471,0.0000,0.0000,9.111E-39,19.0579,0.5010,0.0357,0.0940,0.2069,0E0,11.3566,0.2767,0.0469,0.0427,0.1034,0E0,9.0696,0.2116,0.0525,0.0342,0.0345,0E0,9.0982,0.2131,0.0525,0.0342,0.0690,0E0,9.0696,0.2116,0.0525,0.0342,0.0345,0E0,3.7541,0.0038,0.1471,0.0000,0.0000,9.111E-39,5.8600,0.0700,0.0689,0.0342,0.0345,0E0
5415_3,117,2.6809,2.9139,500,0.9690,29,2.5983,0.9620,0.0156,10112,6.9643,5.1979,0.0002,9.3430,2.3394,5.7293,5.1651,47.5441,0.4021,0.0574,0.1145,0.8307,0.5254,0.1773,3.8019,3.0501,0.1292,0.0023,4.1016,4.5240,1.0177,2.2514,0.9524,3.8324,0.9395,1.5642,3.3915,3.4122,0.0000,4.2086,2.6469,0.0000,0.0000,0.0000,1.4653,0.0000,0.0000,3.2587,3.5057,67.5535,6.5442,0.0381,1.0000,0.0037,0.1495,0.0000,0.0000,4.697E-38,5.0000,0.0359,0.0812,0.0342,0.0345,0E0,10.0000,0.2321,0.0502,0.0427,0.1034,0E0,3.7218,0.0037,0.1495,0.0000,0.0000,4.697E-38,15.2204,0.3940,0.0406,0.0940,0.1034,0E0,12.9296,0.3412,0.0441,0.0427,0.1034,0E0,12.9296,0.3412,0.0441,0.0427,0.1034,0E0,7.4510,0.1344,0.0591,0.0342,0.0690,0E0,7.4401,0.1330,0.0591,0.0342,0.0345,0E0,3.7218,0.0037,0.1495,0.0000,0.0000,4.697E-38,5.9915,0.0710,0.0687,0.0342,0.0345,0E0
